Student_ID,Name,Age,Gender,Department,Semester,City,State,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status,Internship_Status,Skills,Project_Count,Family_Income,Scholarship_Status,Registration_Date,Total_Marks
STU1333,Karan Rao,18.0,Female,BBA,8.0,Kolkata,Karnataka,105.0,35.65090604859805,49.25945438812463,5.566119169076607,Unplaced,In Progress,"AutoCAD, Marketing",0.0,98028.0,No,2021-01-06,64.69850588020029
STU1409,Rahul Reddy,20.0,Female,CSE,2.0,Delhi,Maharashtra,71.23750475317429,35.85072711362036,36.78509531227242,7.932777469722954,Placed,In Progress,"Communication, Python",2.0,196870.0,No,2023-06-13,72.63582242589277
STU1059,Anjali Mehta,21.0,Male,ME,5.0, Pune,West Bengal,69.44078501870841,18.285086734626987,31.428302706435613,6.982649316509881,Not Eligible,No,"Excel, Marketing",2.0,368451.0,No,2023-12-17,49.7133894410626
STU1256,Anjali Mehta,21.0,Male,CIVIL,2.0, Mumbai ,Gujarat,100.08858580256556,25.64378916164416,30.38683355801656,8.809034004724438,Not Eligible,No,Data Analysis,2.0,137144.0,No,,56.03062271966071
STU1969,Pooja Joshi,17.0,Female,CSE,5.0,Kolkata,Maharashtra,92.00655145300595,21.5679277754,55.86298633876041,8.286484595820284,Not Eligible,In Progress,"Python, Communication, SQL",2.0,68059.0,No,2024-02-04,77.4309141141604
STU1685,Sneha Reddy,21.0,Female,ME,3.0, Pune,Tamil Nadu,92.81519082692346,11.731964776753516,56.45356760314523,7.37846313755816,Placed,No,"C++, Data Analysis, Marketing",3.0,14970.0,No,,68.18553237989875
STU1342,Rohan Rao,20.0,Female,ELECTRICAL,6.0,Bangalore,Maharashtra,81.55407254619524,19.96573099346814,50.09591529215152,8.565004760896871,Not Eligible,No,"Data Analysis, Communication",0.0,136370.0,No,2023-07-04,70.06164628561966
STU1635,Diya Chawla,20.0,Other,CIVIL,3.0,chennai,West Bengal,68.94527305137005,17.498708391928638,32.60957738597803,7.488853726118621,Placed,No,"Machine Learning, SQL, C++",1.0,91247.0,No,,50.108285777906666
STU1708,Arjun Joshi,16.0,Male,MECH,4.0,Hyderabad,Tamil Nadu,73.0104938042614,30.762209410731067,59.90997556040802,6.318414258183285,Not Eligible,Yes,Java,1.0,85863.0,No,2021-12-12,90.67218497113907
STU1010,Diya Das,19.0,Male,CSE,5.0,Bangalore,Gujarat,75.85519687345626,12.305862258284906,23.290892971082474,6.5112774156336,Unplaced,Yes,"SQL, AutoCAD, Machine Learning",0.0,41675.0,Pending,2022-05-21,35.59675522936738
STU1485,Pooja Mehta,17.0,Female,ME,8.0,Hyderabad,Telangana,88.98886247809635,13.041186926594774,59.70327181951053,7.635768548463627,Placed,Yes,SQL,1.0,333757.0,No,2023-08-08,72.74445874610531
STU1209,Neha Chawla,25.0,Female,CSE,2.0,Bangalore,Karnataka,101.24365114780409,36.70423412188044,33.68430483454376,6.280945407612026,Placed,In Progress,"Java, AutoCAD",4.0,103273.0,No,2020-11-08,70.3885389564242
STU1139,Vikram Singh,18.0,Female,BBA,8.0, Ahmedabad ,Telangana,85.51759113466348,22.40928024755906,35.49290071901256,4.720627364437348,Unplaced,In Progress,Marketing,1.0,11150.0,No,2022-06-14,57.90218096657162
STU1388,Aditya Das,21.0,Female,B.B.A,6.0, Mumbai ,Delhi,75.4800622359865,33.41895152276672,36.687736742583056,7.488853726118621,Unplaced,Yes,"C++, AutoCAD, Excel",1.0,144967.0,Pending,2022-01-18,70.10668826534977
STU1622,Aditya Kumar,22.0,Other,CSE,4.0,chennai,Maharashtra,88.78843401862805,29.65521143573014,27.07587803295936,8.45741253587492,Not Eligible,Yes,"Python, Java, C++",2.0,206714.0,No,2021-07-11,56.731089468689504
STU1824,Arjun Kumar,19.0,Female,MECH,7.0,Kolkata,Karnataka,77.52982007950092,17.939050807760722,22.046008224815907,7.740551557696475,Unplaced,In Progress,AutoCAD,3.0,43760.0,No,2021-10-25,39.98505903257663
STU1717,Sneha Reddy,120.0,Male,B.B.A,8.0,Kolkata,Tamil Nadu,77.857495196686,12.071377189437992,37.68133683724494,8.378346603011815,Placed,In Progress,Marketing,2.0,127253.0,No,2022-06-03,49.75271402668294
STU1845,Anjali Chawla,20.0,Female,BUSINESS,5.0,chennai,Karnataka,59.58487288611063,19.75871855085244,21.823406317946752,8.335036606912542,Placed,Yes,"Python, Machine Learning, Communication",3.0,109490.0,No,2021-08-30,41.582124868799184
STU1687,Kavya Kumar,19.0,Female,CSE,2.0,Delhi,Tamil Nadu,78.01739483809259,17.026101127790024,32.63092604997984,6.3400945308176215,Not Eligible,In Progress,"AutoCAD, Excel, Marketing",2.0,54718.0,No,2023-09-29,64.69850588020029
STU1935,Priya Mehta,19.0,Male,ME,6.0,Bangalore,Delhi,52.4554450740727,37.63922536638927,42.81147754925562,8.873151682271926,Unplaced,In Progress,"Communication, Machine Learning, Java",2.0,627191.0,No,2022-06-01,80.45070291564488
STU1005,Priya Joshi,19.0,Male,CSE,1.0,Delhi,Maharashtra,92.22956024143072,35.154755015290746,20.044483767847492,7.307242656569406,Unplaced,In Progress,AutoCAD,0.0,32152.0,No,2021-01-31,55.19923878313824
STU1382,Neha Verma,16.0,Female,BBA,7.0, Pune,Gujarat,107.35962319898256,27.719135019839133,57.541191338925216,7.917073936564263,Not Eligible,No,"Java, Communication",2.0,76121.0,No,2022-08-19,85.26032635876435
STU1070,Sneha Patel,20.0,Other,MECHANICAL,6.0,Bangalore,Karnataka,74.29619131681224,35.281357064816646,51.837055485740095,7.067952877491621,Placed,In Progress,"SQL, C++",1.0,354450.0,No,2021-12-02,87.11841255055674
STU1260,Vikram Reddy,18.0,Male,CIVIL,4.0, Pune,Telangana,83.37490368782584,24.307003194039098,22.01398107877413,6.870405111519837,Unplaced,No,"Python, Java",2.0,26330.0,No,,46.32098427281323
STU1800,Arjun Gupta,21.0,Other,CSE,6.0, Mumbai ,Tamil Nadu,103.5178602862951,19.414804246732466,53.03729234200065,8.117860315291647,Not Eligible,No,Python,3.0,83978.0,No,2023-06-20,72.45209658873311
STU1453,Sneha Sharma,20.0,Male,CSE,3.0, Mumbai ,West Bengal,114.02524671270592,33.90044191574117,52.21729317199945,7.859577225404818,Not Eligible,In Progress,AutoCAD,1.0,608060.0,Yes,2021-01-19,86.11773508774061
STU1591,Aarav Chawla,19.0,Male,BBA,1.0, Mumbai ,West Bengal,75.85519687345626,12.05376158000734,42.26313714008613,6.888943964881038,Not Eligible,Yes,"Marketing, SQL, Data Analysis",2.0,17482.0,No,2023-04-14,54.31689872009347
STU1906,Rahul Reddy,17.0,Female,B.B.A,5.0,Kolkata,Delhi,51.43685771897251,38.25075959974092,54.65692734158801,6.533793897908549,Not Eligible,Yes,Excel,2.0,18346.0,No,2022-06-15,92.90768694132892
STU1784,Diya Das,20.0,Female,CSE,2.0,Delhi,Tamil Nadu,76.23659629401755,15.09643018152206,37.5942255885534,8.693336850610688,Placed,Yes,"SQL, Marketing, Machine Learning",2.0,70453.0,No,2020-12-11,52.69065577007546
STU1213,Pooja Chawla,20.0,Female,CSE,2.0,Hyderabad,Gujarat,88.42386565416662,10.235247723157505,49.39703389579577,7.691355008164955,Unplaced,No,Communication,4.0,44989.0,Pending,2021-09-23,59.63228161895328
STU1096,Rohan Rao,20.0,Male,CSE,6.0, Ahmedabad ,Gujarat,76.17952785474137,11.445580371798886,50.42302569821129,10.48222790001467,Not Eligible,Yes,"Marketing, Communication",3.0,98183.0,No,2023-09-15,64.69850588020029
STU1679,Vikram Sharma,21.0,Male,BBA,1.0,Delhi,West Bengal,68.52569530922928,20.62813981651647,39.32950296559987,8.615291981748978,Placed,Yes,Communication,1.0,319893.0,No,2023-12-22,66.26676094046678
STU1849,Aditya Reddy,19.0,Other,CSE,5.0,Kolkata,Tamil Nadu,81.40791542807527,35.34614043265687,23.08750120905872,8.10017163973666,Placed,Yes,"Communication, Data Analysis, Marketing",1.0,78801.0,No,2022-09-16,58.43364164171558
STU1929,Pooja Joshi,19.0,Male,CSE,4.0, Ahmedabad ,Karnataka,104.37521181330892,26.078052365563547,34.312449973423725,6.422603920289244,Placed,No,"Data Analysis, Machine Learning, AutoCAD",1.0,570850.0,No,2021-05-31,60.39050233898728
STU1880,Neha Nair,23.0,Female,MECH,1.0,Bangalore,Maharashtra,89.47277449646187,35.93299740605092,27.16126549766335,7.887822578949847,Placed,In Progress,Java,5.0,239174.0,No,2021-05-20,63.094262903714274
STU1192,Sneha Patel,20.0,Male,MECH,8.0, Pune,Tamil Nadu,65.9794853407318,20.970422447841138,56.17439099975429,7.488853726118621,Placed,No,"Java, Communication",3.0,98183.0,Pending,2021-10-22,77.14481344759542
STU1280,Rahul Singh,20.0,Other,BBA,3.0, Ahmedabad ,Maharashtra,77.00311357173423,22.86106062959301,53.636348416116284,5.831733689815845,Unplaced,In Progress,"Machine Learning, SQL, Data Analysis",0.0,38145.0,No,2020-02-03,76.49740904570929
STU1533,Priya Kumar,18.0,Male,MECH,3.0,Bangalore,Karnataka,72.78596120551997,36.4898147448932,29.333312905973067,7.749124021680751,Not Eligible,No,Java,0.0,65259.0,No,2020-12-05,65.82312765086627
STU1682,Diya Verma,19.0,Female,BBA,2.0,Hyderabad,Maharashtra,61.44447208904808,25.576737123406154,48.069530955090286,5.869711181691031,Unplaced,No,"Marketing, SQL",1.0,29982.0,No,2023-05-27,73.64626807849643
STU1617,Diya Patel,21.0,Female,ME,8.0,Bangalore,Karnataka,63.72313424857224,24.732871881494955,35.54905391506187,4.07444800451473,Unplaced,In Progress,"Data Analysis, Communication, Marketing",2.0,185442.0,Pending,2022-07-19,60.28192579655682
STU1982,Aarav Chawla,20.0,Female,CIVIL,3.0,chennai,West Bengal,65.59924163115052,18.351054449879697,30.75190460120793,8.470703123271264,Placed,No,"SQL, Machine Learning",1.0,75690.0,Pending,2021-11-10,49.10295905108762
STU1910,Diya Das,19.0,Female,MECH,7.0,Bangalore,Delhi,100.98772499227638,24.759404707459176,36.63274272073644,6.34946585257587,Placed,No,"SQL, Data Analysis, C++",2.0,175763.0,Pending,2020-05-12,67.54681689749071
STU1184,Rahul Rao,19.0,Male,BBA,8.0, Pune,Gujarat,60.15557795144494,11.735333483414818,37.86858109034081,5.374717736294291,Placed,Yes,"Data Analysis, SQL, Excel",3.0,145593.0,No,2023-03-23,49.60391457375563
STU1030,Kavya Das,19.0,Female,CSE,1.0,Bangalore,Karnataka,71.13935193864982,20.734422523406465,49.66565807344169,5.852568658222723,Unplaced,In Progress,"AutoCAD, C++",0.0,98183.0,Yes,2021-08-26,70.40008059684816
STU1328,Karan Gupta,20.0,Male,BBA,7.0,Bangalore,Tamil Nadu,56.85457885738339,24.926195564383065,26.728146230660727,8.639513485637385,Unplaced,No,"Excel, AutoCAD, Python",0.0,26929.0,Yes,2020-12-19,51.65434179504379
STU1506,Diya Reddy,19.0,Female,CSE,4.0,Delhi,Maharashtra,-13.0,29.702681904236712,51.18066805696254,8.214589077167108,Placed,Yes,Marketing,3.0,60131.0,No,2022-03-25,80.88334996119926
STU1054,Rahul Das,21.0,Male,EE,2.0, Ahmedabad ,West Bengal,66.7454226923187,32.459357023786,27.410814215332948,6.526798963645386,Placed,Yes,"Excel, Java",2.0,239084.0,Yes,2022-08-20,59.87017123911895
STU1023,Neha Mehta,17.0,Male,CSE,7.0,Kolkata,Gujarat,107.13405537917797,37.18333006397491,41.52090821455612,7.974983737315108,Unplaced,No,"C++, Communication, AutoCAD",4.0,26343.0,No,2020-02-09,78.70423827853102
STU1101,Arjun Patel,19.0,Male,MECHANICAL,7.0,Bangalore,Tamil Nadu,31.556169327094658,23.73098815477882,59.98230813001754,8.507362205422085,Not Eligible,In Progress,Excel,4.0,195271.0,No,2023-11-13,83.71329628479637
STU1005,Arjun Reddy,19.0,Male,ELECTRICAL,6.0, Pune,Telangana,93.40399835826462,13.056793026188103,23.263948800193536,7.505075830792982,Unplaced,No,"Data Analysis, SQL, Python",1.0,101374.0,Pending,2022-12-04,36.32074182638164
STU1247,Neha Reddy,19.0,Other,ELECTRICAL,3.0,Delhi,Maharashtra,63.45040153412037,27.80682806136358,46.34870554908089,7.955721163249075,Not Eligible,No,AutoCAD,1.0,106195.0,Yes,2022-07-04,74.15553361044446
STU1003,Diya Das,22.0,Male,CIVIL,8.0,Kolkata,Maharashtra,65.2959483344164,13.329942963739445,39.32950296559987,5.724666932232331,Unplaced,Yes,Marketing,3.0,99997.0,Yes,2021-09-19,38.81588248984917
STU1086,Amit Rao,21.0,Male,CSE,5.0,chennai,Maharashtra,75.85519687345626,24.759404707459176,23.75106105028066,7.5878363892020335,Not Eligible,Yes,"Java, Excel, Marketing",2.0,67254.0,Pending,2021-09-04,55.14244256931022
STU1843,Sneha Sharma,20.0,Female,MECH,2.0, Ahmedabad ,Gujarat,76.39267351711672,36.93757560872997,39.32950296559987,6.8261307044032495,Placed,No,SQL,3.0,24725.0,No,2020-10-24,78.58838004639709
STU1952,Priya Verma,18.0,Male,CSE,6.0, Ahmedabad ,Gujarat,61.41401548706072,18.59558646781369,43.97197148025555,5.314696716846605,Unplaced,In Progress,"C++, Python, Marketing",2.0,43326.0,No,2020-10-22,62.56755794806924
STU1290,Rohan Patel,19.0,Male,ME,8.0,Kolkata,Gujarat,80.82867906796446,32.83023770486176,57.3499769200588,7.488853726118621,Placed,No,"Machine Learning, Excel, Java",2.0,59235.0,No,2022-06-08,90.18021462492057
STU1210,Pooja Sharma,20.0,Male,BUSINESS,8.0,chennai,Karnataka,56.34205146913072,31.231640508025823,37.19830479119287,5.8337489354025465,Placed,No,"Marketing, Communication",2.0,406553.0,No,2021-01-21,68.42994529921869
STU1802,Neha Chawla,20.0,Other,ME,3.0,Bangalore,Maharashtra,64.37389849634306,16.447379111091877,51.37621892851189,7.889208252017842,Placed,Yes,"Data Analysis, Python, AutoCAD",1.0,173368.0,No,2020-06-04,67.82359803960377
STU1174,Diya Joshi,20.0,Female,CSE,7.0,Delhi,West Bengal,150.0,33.411283707129414,57.41938054109983,7.770913827734105,Not Eligible,In Progress,C++,1.0,128379.0,Yes,2021-01-07,90.83066424822924
STU1199,Pooja Das,18.0,Other,MECHANICAL,8.0, Pune,West Bengal,95.46210644960766,14.40888128764629,36.44789955530183,9.063933644779276,Unplaced,No,Communication,1.0,100986.0,No,2021-10-30,50.85678084294812
STU1902,Arjun Singh,20.0,Female,ELECTRICAL,2.0, Ahmedabad ,Maharashtra,92.5968695637996,23.642930276579836,36.80044017182652,6.792801322287166,Unplaced,Yes,Excel,2.0,141729.0,No,2023-03-22,60.44337044840635
STU1818,Arjun Joshi,20.0,Other,BUSINESS,5.0,Bangalore,Maharashtra,71.83304641758458,19.735354005260263,23.20422906438409,8.149090222273188,Unplaced,In Progress,Excel,1.0,180359.0,No,2022-02-27,42.93958306964436
STU1063,Amit Kumar,18.0,Female,CSE,4.0,chennai,West Bengal,-22.0,10.114597679757493,25.720044906629056,6.509215580637429,Placed,No,"Marketing, AutoCAD",2.0,81343.0,No,2023-05-27,35.83464258638655
STU1265,Vikram Sharma,18.0,Male,CSE,5.0,Hyderabad,Telangana,53.79428254642529,24.759404707459176,39.32950296559987,7.318440935720973,Unplaced,No,Python,0.0,336150.0,No,2022-09-28,59.439804567266286
STU1231,Aditya Singh,20.0,Male,BUSINESS,4.0,Hyderabad,West Bengal,54.45295530631383,16.275563962237833,55.9354586633614,7.823153703096881,Placed,No,Marketing,1.0,47393.0,No,2020-11-30,72.21102262559923
STU1803,Rohan Nair,19.0,Female,CIVIL,1.0,Kolkata,Tamil Nadu,-5.0,22.745525286042607,43.9425197287104,6.860729402139716,Not Eligible,Yes,Data Analysis,0.0,188538.0,No,2021-02-10,66.688045014753
STU1625,Rohan Reddy,19.0,Male,ME,6.0,Delhi,Maharashtra,91.20072098571973,14.813878428136793,41.27487066020066,8.170003707854047,Placed,Yes,"Java, C++, Marketing",5.0,98183.0,No,2021-06-07,56.08874908833745
STU1568,Pooja Kumar,17.0,Female,CSE,5.0,Delhi,Gujarat,51.56181214670186,32.16169452179699,56.69072266310722,6.720207737403077,Placed,Yes,Java,2.0,80689.0,Yes,2020-05-01,88.85241718490421
STU1854,Sneha Verma,20.0,Female,BBA,5.0,chennai,Maharashtra,90.00873477064468,39.96677836099872,29.833897699736013,5.175896756997043,Placed,In Progress,"SQL, C++",2.0,44298.0,No,2023-03-09,69.80067606073473
STU1039,Neha Mehta,20.0,Female,B.B.A,2.0,Hyderabad,Tamil Nadu,90.70647453918232,30.47851663670207,50.49787834699474,6.740693964137953,Unplaced,In Progress,Java,3.0,125854.0,No,2021-02-12,80.9763949836968
STU1806,Karan Patel,20.0,Male,BUSINESS,5.0,Delhi,West Bengal,79.00689976517225,15.637611424459692,41.64455299515379,6.419194340985024,Placed,Yes,AutoCAD,2.0,39929.0,No,2023-12-28,57.28216441961348
STU1168,Neha Joshi,19.0,Female,BBA,1.0, Ahmedabad ,Karnataka,83.92131512497929,29.393762249137914,33.59887455172993,7.832830154357611,Placed,Yes,"SQL, Data Analysis, Communication",2.0,26801.0,Pending,2022-08-11,62.99263680086784
STU1590,Pooja Chawla,20.0,Female,ME,1.0,Bangalore,Maharashtra,58.9179148202159,25.6434707250064,46.60223956026525,7.834018361573603,Placed,No,"Data Analysis, AutoCAD",3.0,64038.0,No,2024-01-26,72.24571028527166
STU1464,Sneha Nair,19.0,Male,MECHANICAL,2.0, Mumbai ,Telangana,66.29214825292917,19.20329798566424,39.32950296559987,6.276365616349372,Not Eligible,No,Data Analysis,2.0,54449.0,No,2020-08-29,67.08984567118345
STU1998,Sneha Gupta,19.0,Male,BBA,4.0, Pune,Tamil Nadu,72.55399554084354,12.482105068545696,39.32950296559987,6.948411873272404,Not Eligible,Yes,"Data Analysis, Machine Learning",0.0,125995.0,No,2021-09-29,33.036590505060104
STU1442,Amit Patel,16.0,Other,EE,2.0,chennai,Delhi,77.7153233805556,15.377668357233702,23.34099658720075,6.118615516136557,Not Eligible,Yes,"Excel, Communication",2.0,98183.0,No,2023-07-23,38.71866494443445
STU1908,Priya Reddy,20.0,Female,BBA,8.0, Mumbai ,West Bengal,57.091124904014166,25.01078338646682,47.6820221215898,4.896387098729157,Unplaced,In Progress,C++,1.0,20365.0,No,2023-04-25,72.69280550805661
STU1066,Aditya Reddy,19.0,Female,BBA,7.0, Mumbai ,Tamil Nadu,55.57977786418641,19.48810449187921,34.69562914788282,7.508614160289531,Placed,In Progress,"Communication, Marketing",2.0,43688.0,No,2020-05-01,54.183733639762025
STU1307,Karan Joshi,19.0,Other,EE,8.0, Ahmedabad ,Maharashtra,74.86321505033695,25.17873723204795,23.072121932576863,8.352658922757342,Unplaced,Yes,"Data Analysis, Marketing, SQL",2.0,70188.0,No,2021-05-24,48.25085916462481
STU1067,Anjali Singh,21.0,Female,MECHANICAL,2.0,Bangalore,Karnataka,92.4124018106778,13.056771641980406,23.48068873211155,4.996226809954699,Not Eligible,Yes,"SQL, Java, Python",1.0,27333.0,No,2020-07-26,36.53746037409196
STU1198,Aarav Sharma,3.0,Female,ELECTRICAL,1.0, Ahmedabad ,Tamil Nadu,78.35871201096992,27.34895198261082,46.54094375653809,7.488853726118621,Not Eligible,Yes,"Java, Communication",4.0,98183.0,No,,73.88989573914891
STU1528,Arjun Singh,20.0,Male,CSE,8.0,chennai,Maharashtra,67.6672586732059,38.402011867701866,37.16249477210664,6.954246339146769,Not Eligible,In Progress,"Machine Learning, Data Analysis, Communication",3.0,48178.0,No,2020-12-07,75.56450663980851
STU1481,Diya Nair,18.0,Female,B.B.A,1.0,Hyderabad,Delhi,69.40750271862349,28.9684646091292,34.41898020566215,6.654325877266939,Placed,Yes,Python,2.0,40613.0,No,2021-06-22,63.38744481479135
STU1757,Arjun Sharma,20.0,Male,CSE,1.0,Kolkata,Karnataka,89.29311820804408,20.51561602858485,23.20747027248453,5.601387883984647,Placed,Yes,AutoCAD,3.0,53371.0,No,2021-11-14,43.72308630106939
